station_id,division,name,region,type,address,city,state,latitude,longitude,postal_code,About this set
104,vaco,"Austin, Financial Services Center",VA Central Offices,VA Central Office,1615 E. Woodward St.,Austin,TX,30.228974,-97.758717,78772,
200,vaco,Austin Automation Center,VA Central Offices,VA Central Office,1615 Woodward St,Austin,TX,,,78772,
741,vaco,"VA Health Administration Center, Denver",VA Central Offices,VA Central Office,3773 Cherry Creek North Drive,Denver,CO,39.708824,-104.942543,80209,
798,vaco,VA Acquisition Academy,VA Central Offices,VA Central Office,7485 New Horizon Way,Frederick,MD,39.3794447,-77.4012202,21703,
00CFM3,vaco,Construction &amp; Facilities Management Regional Office - East,VA Central Offices,VA Central Office,"8380 Colesville Road, Suite 420",Silver Spring,MD,38.993344,-77.033076,20910,
00CFM3,vaco,Construction &amp; Facilities Management Regional Office - Central,VA Central Offices,VA Central Office,"3001 Green Bay Road, Bldg 48",North Chicago,IL,42.306959,-87.85876,60064,
00CFM3,vaco,Construction &amp; Facilities Management Regional Office - West,VA Central Offices,VA Central Office,"1175 Nimitz Avenue, Suite 200",Vallejo,CA,38.094966,-122.266877,94592,
102,Veterans Health Administration,Secaucus Vet Center,VA NY/NJ Veterans Healthcare Network,Vet Center,"110A Meadowlands Parkway, Suite 102",Secaucus,NJ,40.787274,-74.074706,7094,
103,Veterans Health Administration,Springfield Vet Center,VA New England Healthcare System,Vet Center,"95 Ashley Avenue, Suite A",West Springfield,MA,42.107384,-72.598522,1089,
104,Veterans Health Administration,Brockton Vet Center,VA New England Healthcare System,Vet Center,1041L Pearl St.,Brockton,MA,42.055294,-71.066743,2301,
106,Veterans Health Administration,Manhattan Vet Center,VA NY/NJ Veterans Healthcare Network,Vet Center,32 Broadway 2nd Floor - Suite 200,New York,NY,40.706008,-74.012901,10004,
108,Veterans Health Administration,Manchester Vet Center,VA New England Healthcare System,Vet Center,"1461 Hooksett Rd., B6",Hooksett,NH,43.072488,-71.454279,3104,
109,Veterans Health Administration,Queens Vet Center,VA NY/NJ Veterans Healthcare Network,Vet Center,75-10B 91 Ave.,Woodhaven,NY,40.68584,-73.864946,11421,
110,Veterans Health Administration,Bronx Vet Center,VA NY/NJ Veterans Healthcare Network,Vet Center,"2471 Morris Ave., Suite 1A",Bronx,NY,40.862745,-73.899831,10468,
111,Veterans Health Administration,Albany Vet Center,VA Health Care Upstate New York,Vet Center,17 Computer Drive West,Albany,NY,42.720441,-73.808686,12205,
112,Veterans Health Administration,Bloomfield Vet Center,VA NY/NJ Veterans Healthcare Network,Vet Center,2 Broad St. Suite 703,Bloomfield,NJ,40.793702,-74.197826,7003,
113,Veterans Health Administration,Providence Vet Center,VA New England Healthcare System,Vet Center,2038 Warwick Ave,Warwick,RI,41.721381,-71.403793,2889,
114,Veterans Health Administration,Trenton Vet Center,VA NY/NJ Veterans Healthcare Network,Vet Center,934 Parkway Ave. Suite 201,Ewing,NJ,40.255105,-74.792122,8618,
115,Veterans Health Administration,Portland Vet Center,VA New England Healthcare System,Vet Center,475 Stevens Ave.,Portland,ME,43.674841,-70.294884,4103,
116,Veterans Health Administration,New Haven Vet Center,VA New England Healthcare System,Vet Center,141 Captain Thomas Blvd.,West Haven,CT,41.260204,-72.943337,6516,
117,Veterans Health Administration,Hartford Vet Center,VA New England Healthcare System,Vet Center,"25 Elm Street, Suite A",Rocky Hill,CT,41.66498,-72.64016,6067,
118,Veterans Health Administration,South Burlington Vet Center,VA New England Healthcare System,Vet Center,359 Dorset St.,South Burlington,VT,44.460255,-73.180318,5403,
119,Veterans Health Administration,Caribou Vet Center,VA New England Healthcare System,Vet Center,456 York Street York Street Complex,Caribou,ME,46.844559,-68.047519,4736,
120,Veterans Health Administration,Babylon Vet Center,VA NY/NJ Veterans Healthcare Network,Vet Center,116 West Main St.,Babylon,NY,40.695831,-73.325217,11702,
121,Veterans Health Administration,Bangor Vet Center,VA New England Healthcare System,Vet Center,368 Harlow St. In-Town Plaza,Bangor,ME,44.8065858,-68.7762882,4401,
122,Veterans Health Administration,White River Junction Vet Center,VA New England Healthcare System,Vet Center,"222 Holiday Drive, GIlman Office, Bldg. 2",White River Junction,VT,43.642784,-72.333126,5001,
123,Veterans Health Administration,White Plains Vet Center,VA NY/NJ Veterans Healthcare Network,Vet Center,300 Hamilton Ave. Suite C,White Plains,NY,41.034185,-73.767799,10601,
124,Veterans Health Administration,Rochester Vet Center,VA Health Care Upstate New York,Vet Center,"2000 S. Winton Road, Bldg 5, Ste. 201",Rochester,NY,43.106516,-77.576465,14618,
125,Veterans Health Administration,Lowell Vet Center,VA New England Healthcare System,Vet Center,"10 George Street, Gateway Center",Lowell,MA,42.6446393,-71.3039383,1852,
126,Veterans Health Administration,Worcester Vet Center,VA New England Healthcare System,Vet Center,691 Grafton Street,Worcester,MA,42.250524,-71.769832,1604,
127,Veterans Health Administration,Norwich Vet Center,VA New England Healthcare System,Vet Center,2 Cliff St.,Norwich,CT,41.524635,-72.073405,6360,
128,Veterans Health Administration,New Bedford Vet Center,VA New England Healthcare System,Vet Center,"73 Huttleton Ave., Unit 2",Fairhaven,MA,41.6441916,-70.8993251,2719,
129,Veterans Health Administration,Lewiston Vet Center,VA New England Healthcare System,Vet Center,Parkway Complex 35 Westminster St.,Lewiston,ME,44.075025,-70.175285,4240,
130,Veterans Health Administration,Sanford Vet Center,VA New England Healthcare System,Vet Center,628 Main Street,Springvale,ME,43.45548,-70.789797,4083,
131,Veterans Health Administration,Syracuse Vet Center,VA Health Care Upstate New York,Vet Center,"109 Pine Street, Suite 101",Syracuse,NY,43.049316,-76.141649,13210,
132,Veterans Health Administration,Staten Island Vet Center,VA NY/NJ Veterans Healthcare Network,Vet Center,60 Bay Street,Staten Island,NY,40.645778,-74.078127,10301,
133,Veterans Health Administration,Harlem Vet Center,VA NY/NJ Veterans Healthcare Network,Vet Center,"2279 - 3rd Avenue, 2nd Floor",New York,NY,40.80279,-73.936262,10035,
134,Veterans Health Administration,Berlin Vet Center,VA New England Healthcare System,Vet Center,515 Main Street Suite 2,Gorham,NH,44.4731,-71.1752,3581,
135,Veterans Health Administration,Watertown Vet Center,VA Health Care Upstate New York,Vet Center,"210 Court Street, Suie 20",Watertown,NY,43.976572,-75.912127,13601,
136,Veterans Health Administration,Hyannis Vet Center,VA New England Healthcare System,Vet Center,474 West Main Street,Hyannis,MA,41.649848,-70.312653,2601,
137,Veterans Health Administration,Binghamton Vet Center,VA Health Care Upstate New York,Vet Center,53 Chenango Street,Binghamton,NY,42.100509,-75.91041,13901,
139,Veterans Health Administration,Middletown Vet Center,VA NY/NJ Veterans Healthcare Network,Vet Center,"726 East Main Street, Suite 203",Middletown,NY,41.439747,-74.36719,10940,
140,Veterans Health Administration,Danbury Vet Center,VA New England Healthcare System,Vet Center,457 North Main St.,Danbury,CT,41.404983,-73.462863,6811,
141,Veterans Health Administration,Lakewood Vet Center,VA NY/NJ Veterans Healthcare Network,Vet Center,"1255 Route 70; Unit 32N, Parkway Seventy Plaza",Lakewood,NJ,40.054438,-74.17843,8701,
202,Veterans Health Administration,Louisville Vet Center,VA Mid South Healthcare Network,Vet Center,1347 S. Third Street,Louisville,KY,38.230743,-85.759207,40208,
203,Veterans Health Administration,Lexington Vet Center,VA Mid South Healthcare Network,Vet Center,1500 Leestown Rd Suite 104,Lexington,KY,38.041908,-84.493706,40511,
204,Veterans Health Administration,Cincinnati Vet Center,VA Healthcare System of Ohio,Vet Center,801B W. 8th St. Suite 126,Cincinnati,OH,39.103102,-84.528768,45203,
209,Veterans Health Administration,Elkton Vet Center,VA Capitol Health Care Network,Vet Center,103 Chesapeake Blvd. Suite A,Elkton,MD,39.605735,-75.78744,21921,
214,Veterans Health Administration,Washington DC Vet Center,VA Capitol Health Care Network,Vet Center,"1250 Taylor St, NW",Washington,DC,38.940617,-77.029267,20011,
224,Veterans Health Administration,Martinsburg Vet Center,VA Capitol Health Care Network,Vet Center,300 Foxcroft Ave. Suite 100,Martinburg,WV,39.448442,-77.979858,25401,
226,Veterans Health Administration,Roanoke Vet Center,VA Mid-Atlantic Health Care Network,Vet Center,"350 Albemarle Ave., SW",Roanoke,VA,37.263032,-79.947121,24016,
233,Veterans Health Administration,Wheeling Vet Center,VA Healthcare - 4,Vet Center,1058 Bethlehem Blvd.,Wheeling,WV,40.042074,-80.685799,26003,
327,Veterans Health Administration,Greensboro Vet Center,VA Mid-Atlantic Health Care Network,Vet Center,"3515 W Market St., Suite 120",Greensboro,NC,36.0732,-79.845641,27406,
346,Veterans Health Administration,Richmond County (Augusta),VA Mid-Atlantic Health Care Network,Vet Center,"2050 Walton Way, Suite 100",Augusta,GA,33.47553,-82.006622,30904,
347,Veterans Health Administration,Horry County Vet Center,VA Mid-Atlantic Health Care Network,Vet Center,"2024 Corporate Centre Dr, Suite 103",Myrtle Beach,SC,33.708743,-78.882513,29577,
402,Veterans Health Administration,Detroit Vet Center,Veterans In Partnership,Vet Center,4161 Cass Avenue,Detroit,MI,42.35034,-83.063573,48201,
403,Veterans Health Administration,Grand Rapids Vet Center,Veterans In Partnership,Vet Center,2050 Breton Rd SE,Grand Rapids,MI,42.926102,-85.60888,49546,
433,Veterans Health Administration,Saginaw Vet Center,Veterans In Partnership,Vet Center,4048 Bay Road,Saginaw,MI,43.466542,-83.975503,48603,
444,Veterans Health Administration,South Bend Vet Center,VA Great Lakes Health Care System,Vet Center,4727 Miami Street,South Bend,IN,41.626517,-86.234776,46614,
445,Veterans Health Administration,Traverse City Vet Center,Veterans In Partnership,Vet Center,3766 N US 31 South,Traverse City,MI,44.740538,-85.643742,49684,
508,Veterans Health Administration,Tacoma Vet Center,Northwest Network,Vet Center,4916 Center St. Suite E,Tacoma,WA,47.234293,-122.502866,98409,
514,Veterans Health Administration,Salt Lake Vet Center,Rocky Mountain Network,Vet Center,22 West Fireclay Avenue,Murray,UT,40.677981,-111.891579,84107,
523,Veterans Health Administration,Yakima Vet Center,Northwest Network,Vet Center,2119 W. Lincoln Ave,Yakima,WA,46.6034775,-120.5369193,98902,
524,Veterans Health Administration,Mesa Vet Center,VA Southwest Health Care Network,Vet Center,"1303 South Longmore, Suite 5",Mesa,AZ,33.391074,-111.863581,85202,
525,Veterans Health Administration,Colorado Springs Vet Center,Rocky Mountain Network,Vet Center,602 South Nevada Avenue,Colorado Springs,CO,38.825294,-104.822453,80903,
526,Veterans Health Administration,Grand Junction Vet Center,Rocky Mountain Network,Vet Center,2472 Patterson Road Unit 16,Grand Junction,CO,39.091923,-108.595701,81505,
527,Veterans Health Administration,Boulder Vet Center,Rocky Mountain Network,Vet Center,"4999 Pearl East Circle, Suite 106",Boulder,CO,40.021034,-105.235304,80301,
528,Veterans Health Administration,Missoula Vet Center,Rocky Mountain Network,Vet Center,"500 N. Higgins Avenue, Suite 202",Missoula,MT,46.874166,-113.992511,59802,
529,Veterans Health Administration,Everett Vet Center,Northwest Network,Vet Center,3311 Wetmore Avenue,Everett,WA,47.973663,-122.206802,98201,
530,Veterans Health Administration,Las Cruces Vet Center,VA Southwest Health Care Network,Vet Center,230 S. Water Street,Las Cruces,NM,32.308244,-106.779469,88001,
531,Veterans Health Administration,Boise Vet Center,Northwest Network,Vet Center,2424 Bank Drive,Boise,ID,43.591449,-116.212157,83705,
531,Veterans Health Administration,Pocatello Vet Center,Rocky Mountain Network,Vet Center,1800 Garrett Way,Pocatello,ID,42.878695,-112.461278,83201,
532,Veterans Health Administration,Provo Vet Center,Rocky Mountain Network,Vet Center,1807 No. 1120 West,Provo,UT,40.257712,-111.676376,84604,
534,Veterans Health Administration,Henderson Vet Center,Desert Pacific Healthcare Network,Vet Center,"400 North Stephanie, Suite 180",Henderson,NV,36.057179,-115.044611,89014,
536,Veterans Health Administration,Lake Havasu Vet Center,VA Southwest Health Care Network,Vet Center,"1720 Mesquite Ste 101, P.O. Box 3237",Lake Havasu,AZ,34.47826,-114.339928,86403,
538,Veterans Health Administration,Great Falls Vet Center,Rocky Mountain Network,Vet Center,615 2nd Avenue North,Great Falls,MT,47.507803,111.296421,59401,
539,Veterans Health Administration,Kalispell Vet Center,Rocky Mountain Network,Vet Center,"690 North Meridian Road, Suite 101",Kalispell,MT,48.205888,-114.331612,59901,
542,Veterans Health Administration,Pueblo Vet Center,Rocky Mountain Network,Vet Center,"1515 Fortino Blvd., Suite 130",Pueblo,CO,38.3124562,-104.6284571,81008,
601,Veterans Health Administration,Bakersfield Vet Center,Desert Pacific Healthcare Network,Vet Center,1110 Golden State Ave.,Bakersfield,CA,35.383735,-119.012947,93301,
602,Veterans Health Administration,Concord Vet Center,Sierra Pacific Network,Vet Center,"1333 Willow Pass Road, Suite 106",Concord,CA,37.969643,-122.051754,94520,
603,Veterans Health Administration,Antelope Valley Vet Center,Desert Pacific Healthcare Network,Vet Center,"38925 Trade Center Drive, Suite J",Palmdale,CA,34.590313,-118.143845,93551,
605,Veterans Health Administration,Chatsworth Vet Center,Desert Pacific Healthcare Network,Vet Center,"20946 Devonshire St, Suite 101",Chatsworth,CA,34.257077,-118.590417,91311,
607,Veterans Health Administration,West Los Angeles Vet Center,Desert Pacific Healthcare Network,Vet Center,5730 Uplander Way Suite 100,Culver City,CA,33.986432,-118.384476,90230,
608,Veterans Health Administration,Temecula Vet Center,Desert Pacific Healthcare Network,Vet Center,"40935 County Center Drive, Suite A",Temecula,CA,33.529046,-117.160624,92591,
609,Veterans Health Administration,Honolulu Vet Center,Sierra Pacific Network,Vet Center,1680 Kapiolani Blvd. Suite F-3,Honolulu,HI,21.291293,-157.838058,96814,
610,Veterans Health Administration,Citrus Heights Vet Center,Sierra Pacific Network,Vet Center,"5650 Sunrise Blvd., Suite 150",Citrus Heights,CA,38.6692139,-121.271015,95610,
611,Veterans Health Administration,Corona Vet Center,Desert Pacific Healthcare Network,Vet Center,800 Magnolia Avenue Suite 110,Corona,CA,33.859807,-117.552454,92879,
612,Veterans Health Administration,Oakland Vet Center,Sierra Pacific Network,Vet Center,2221 Martin Luther King Jr. Way,Oakland,CA,37.804956,-122.269142,94612,
613,Veterans Health Administration,High Desert Vet Center,Desert Pacific Healthcare Network,Vet Center,"15095 Amargosa Rd, Suite 107",Victorville,CA,34.524834,-117.329494,92394,
614,Veterans Health Administration,Chula Vista Vet Center,Desert Pacific Healthcare Network,Vet Center,"180 Otay Lakes Road, Suite 108",Bonita,CA,32.65902,-117.030754,91902,
615,Veterans Health Administration,San Jose Vet Center,Sierra Pacific Network,Vet Center,278 North 2nd St.,San Jose,CA,37.340832,-121.892346,95112,
618,Veterans Health Administration,San Diego Vet Center,Desert Pacific Healthcare Network,Vet Center,"2790 Truxtun Road, Suite 130",San Diego,CA,32.740432,-117.213264,92106,
620,Veterans Health Administration,San Francisco Vet Center,Sierra Pacific Network,Vet Center,505 Polk Street,San Francisco,CA,37.78137,-122.419017,94102,
623,Veterans Health Administration,East Los Angeles Vet Center,Desert Pacific Healthcare Network,Vet Center,5400 E. Olympic Blvd. Suite 140,Commerce,CA,34.015537,-118.15573,90022,
624,Veterans Health Administration,North Orange County Vet Center,Desert Pacific Healthcare Network,Vet Center,12453 Lewis St. Suite 101,Garden Grove,CA,33.782122,-117.897688,92840,
626,Veterans Health Administration,Eugene Vet Center,Northwest Network,Vet Center,"190 East 11th Avenue, Suite 200",Eugene,OR,44.04594,-123.089267,97401,
628,Veterans Health Administration,Fresno Vet Center,Sierra Pacific Network,Vet Center,"1320 E. Shaw Ave, Suite 125",Fresno,CA,36.783961,-119.772257,93710,
633,Veterans Health Administration,Kauai Vet Center,Sierra Pacific Network,Vet Center,3-3367 Kuhio Hwy. Suite 101,Lihue,HI,21.986324,-159.366419,96766,
634,Veterans Health Administration,Maui Vet Center,Sierra Pacific Network,Vet Center,"35 Lunalilo Street, Suite 101",Wailuku,HI,20.889825,-156.493807,96793,
635,Veterans Health Administration,Hilo Vet Center,Sierra Pacific Network,Vet Center,70 Lanihuli Street Suite 102,Hilo,HI,19.714971,-155.097091,96720,
637,Veterans Health Administration,San Bernardino Vet Center,Desert Pacific Healthcare Network,Vet Center,"1325 E. Cooley Drive, Suite 101",Colton,CA,34.054796,-117.305897,92324,
638,Veterans Health Administration,Sacramento Vet Center,Sierra Pacific Network,Vet Center,1111 Howe Avenue Suite #390,Sacramento,CA,38.586022,-121.415609,95825,
639,Veterans Health Administration,Santa Cruz County Vet Center,Sierra Pacific Network,Vet Center,1350 41st Ave Suite 102,Capitola,CA,36.970609,-121.964667,95010,
640,Veterans Health Administration,Salem Vet Center,Northwest Network,Vet Center,"2645 Portland Road, Suite 250",Salem,OR,44.961507,-123.015024,97301,
642,Veterans Health Administration,San Marcos Vet Center,Desert Pacific Healthcare Network,Vet Center,"One Civic Center Dr., Suite 150",San Marcos,CA,33.141202,-117.160906,92069,
643,Veterans Health Administration,Ventura Vet Center,Desert Pacific Healthcare Network,Vet Center,790 E. Santa Clara St. Suite 100,Ventura,CA,34.27943,-119.288806,93001,
644,Veterans Health Administration,Eureka Vet Center,Sierra Pacific Network,Vet Center,"2830 G Street, Suite A",Eureka,CA,40.782541,-124.162651,95501,
645,Veterans Health Administration,Grants Pass Vet Center,Northwest Network,Vet Center,211 S.E. 10th St.,Grants Pass,OR,42.4838,-123.3747,97526,
646,Veterans Health Administration,Northbay Vet Center,Sierra Pacific Network,Vet Center,6225 State Farm Drive Suite 101,Rohnert Park,CA,38.349491,-122.706236,94928,
647,Veterans Health Administration,Peninsula Vet Center,Sierra Pacific Network,Vet Center,2946 Broadway St.,Redwood City,CA,37.486168,-122.238905,94062,
649,Veterans Health Administration,Chico Vet Center,Sierra Pacific Network,Vet Center,"250 Cohasset Road, Suite 40",Chico,CA,39.752011,-121.852706,95926,
650,Veterans Health Administration,Modesto Vet Center,Sierra Pacific Network,Vet Center,"1219 N. Carpenter Rd., Suite 12",Modesto,CA,37.651876,-121.031257,95351,
701,Veterans Health Administration,Johnson City Vet Center,VA Mid South Healthcare Network,Vet Center,"2203 McKinley Road, Suite 254",Johnson City,TN,36.312626,-82.38284,37604,
716,Veterans Health Administration,Midland Vet Center,VA Southwest Health Care Network,Vet Center,"2817 W. Loop 250 N., Suite E",Midland,TX,32.035113,-102.122626,79707,
720,Veterans Health Administration,Knoxville Vet Center,VA Mid South Healthcare Network,Vet Center,2817 E. Magnolia Ave,Knoxville,TN,35.991548,-83.890254,37914,
735,Veterans Health Administration,Jefferson County Vet Center,South Central VA Health Care Network,Vet Center,"990 IH10 North, Suite 180",Beaumont,TX,30.085659,-94.128349,77702,
738,Veterans Health Administration,Hunstville Vet Center,VA Southeast Network,Vet Center,"415 Church Street, Bldg H, Suite 101",Huntsville,AL,34.6894,-86.6027,35801,
1221,Veterans Health Administration,Keene Vet Center Outstation,VA New England Healthcare System,Vet Center,640 Marlboro Rd. (Route 101),Keene,NH,42.915372,-72.249395,3431,
2081,Veterans Health Administration,Parkersburg Vet Center Outstation,VA Mid South Healthcare Network,Vet Center,"2311 Ohio Avenue, Suite D",Pakersburg,WV,39.281946,-81.550228,26101,
2091,Veterans Health Administration,Cambridge Vet Center Outstation,VA Capitol Health Care Network,Vet Center,830 Chesapeake Drive,Cambridge,MD,38.551648,-76.05601,21613,
2092,Veterans Health Administration,Aberdeen Vet Center Outstation,VA Capitol Health Care Network,Vet Center,223 W. Bel Air Avenue,Aberdeen,MD,39.5108625,-76.167889,21001,
4231,Veterans Health Administration,Pine Ridge Vet Center Outstation,VA Midwest Health Care Network,Vet Center,P.O. Box 910 105 E. Hwy 18,Martin,SD,43.203206,-101.682084,57747,
4421,Veterans Health Administration,Wausau Vet Center,VA Great Lakes Health Care System,Vet Center,"605 S 24th Ave, Suite 24",Wausau,WI,44.957115,-89.664297,54401,
5162,Veterans Health Administration,Hopi Vet Center Outstation,VA Southwest Health Care Network,Vet Center,"P.O. Box 929, 1 Main St.",Hotevilla,AZ,35.876164,-110.618894,86030,
0100V,Veterans Health Administration,1A RCS Northeast Regional Office,VA New England Healthcare System,Vet Center,"15 Dartmouth Drive, Suite 202",Auburn,NH,43.011,-71.3891,3032,
0101V,Veterans Health Administration,Boston Vet Center,VA New England Healthcare System,Vet Center,"7 Drydock Ave, Suite 2070",Boston,MA,42.348372,-71.098096,2210,
0105V,Veterans Health Administration,Brooklyn Vet Center,VA NY/NJ Veterans Healthcare Network,Vet Center,25 Chapel St. Suite 604,Brooklyn,NY,40.697399,-73.986502,11201,
0107V,Veterans Health Administration,Buffalo Vet Center,VA Health Care Upstate New York,Vet Center,"2372 Sweet Home Road, Suite 1",Buffalo,NY,42.901703,-78.871748,14228,
0138V,Veterans Health Administration,Nassau Vet Center,VA NY/NJ Veterans Healthcare Network,Vet Center,970 South Broadway,Hicksville,NY,40.745097,-73.499504,11801,
0200V,Veterans Health Administration,1B RCS Mid-Atlantic Region,VA Capitol Health Care Network,Vet Center,"305 W. Chesapeake Ave., Suite 300",Towson,MD,39.399905,-76.609847,21204,
0201V,Veterans Health Administration,Baltimore Vet Center,VA Capitol Health Care Network,Vet Center,1777 Reisterstown Road Suite 199,Baltimore,MD,39.385947,-76.735192,21208,
0205V,Veterans Health Administration,Cleveland Maple Heights Vet Center,VA Healthcare System of Ohio,Vet Center,5310 1/2 Warrensville Center Rd,Maple Heights,OH,41.417008,-81.537306,44137,
02061V,Veterans Health Administration,McCafferty Vet Center Outstation,VA Healthcare System of Ohio,Vet Center,4242 Lorain Avenue Suite 203,Cleveland,OH,41.479909,-81.7157,44113,
0206V,Veterans Health Administration,Parma Vet Center,VA Healthcare System of Ohio,Vet Center,5700 Pearl Road Suite 102,Parma,OH,41.407166,-81.741623,44129,
0207V,Veterans Health Administration,Norfolk Vet Center,VA Mid-Atlantic Health Care Network,Vet Center,"1711 Church Street, Suites A&amp;B",Norfolk,VA,36.864391,-76.279214,23504,
0208V,Veterans Health Administration,Huntington Vet Center,VA Mid South Healthcare Network,Vet Center,3135 16th Street Road Suite 11,Huntington,WV,38.391529,-82.401054,25701,
0213V,Veterans Health Administration,Silver Spring Vet Center,VA Capitol Health Care Network,Vet Center,2900 Linden Lane,Silver Spring,MD,39.014943,-77.057304,20910,
0215V,Veterans Health Administration,Wilmington Vet Center,VA Healthcare - 4,Vet Center,"2710 Centerville Road, Suite 103",Wilmington,DE,39.754449,-75.623295,19808,
0216V,Veterans Health Administration,Morgantown Vet Center,VA Healthcare - 4,Vet Center,"34 Commerce Drive, Suite 101",Morgantown,WV,39.60619,-79.94856,26501,
0217V,Veterans Health Administration,Richmond Vet Center,VA Mid-Atlantic Health Care Network,Vet Center,4902 Fitzhugh Avenue,Richmond,VA,37.579836,-77.495233,23230,
0221V,Veterans Health Administration,Columbus Vet Center,VA Healthcare System of Ohio,Vet Center,30 Spruce Street,Columbus,OH,39.972492,-83.003831,43215,
02231V,Veterans Health Administration,Logan Vet Center Outstation,VA Mid South Healthcare Network,Vet Center,21 Veterans Avenue,Henlawson,WV,37.901965,-81.987676,25624,
0223V,Veterans Health Administration,Charleston Vet Center,VA Mid South Healthcare Network,Vet Center,521 Central Avenue,Charleston,WV,38.36194,-81.649235,25302,
0225V,Veterans Health Administration,Dayton Vet Center,VA Healthcare System of Ohio,Vet Center,"627 Edwin C. Moses Blvd.,6th Floor, East Medical Plaza",Dayton,OH,39.747213,-84.197506,45417,
0228V,Veterans Health Administration,Alexandria Vet Center,VA Capitol Health Care Network,Vet Center,6940 South Kings Highway #204,Alexandria,VA,38.768625,-77.116933,22310,
0230V,Veterans Health Administration,Ventnor Vet Center,VA Healthcare - 4,Vet Center,"6601 Ventnor Ave. Suite 105, Ventnor Bldg.",Ventnor,NJ,39.337096,-74.484755,8406,
0231V,Veterans Health Administration,Beckley Vet Center,VA Mid-Atlantic Health Care Network,Vet Center,1000 Johnstown Road,Beckley,WV,37.780563,-81.169391,25801,
0232V,Veterans Health Administration,Princeton Vet Center,VA Mid-Atlantic Health Care Network,Vet Center,905 Mercer Street,Princeton,WV,37.369267,-81.095326,24740,
0234V,Veterans Health Administration,Toledo Vet Center,Veterans In Partnership,Vet Center,"1565 S. Byrne Road, Suite 104",Toledo,OH,41.610483,-83.625564,43614,
0235V,Veterans Health Administration,Annapolis Vet Center,VA Capitol Health Care Network,Vet Center,"100 Annapolis Street, Suite 102",Annapolis,MD,38.9600654,-76.5103119,21401,
0236V,Veterans Health Administration,Baltimore County - Dundalk Vet Center,VA Capitol Health Care Network,Vet Center,1553 Merritt Blvd,Dundalk,MD,39.273091,-76.502663,21222,
0237V,Veterans Health Administration,Prince George County Vet Center,VA Capitol Health Care Network,Vet Center,"7905 Malcolm Road, Suite 101",Clinton,MD,38.780897,-76.890482,20735,
0240V,Veterans Health Administration,Virginia Beach County Vet Center,VA Mid-Atlantic Health Care Network,Vet Center,"324 Southport Circle, Suite 102",Virginia Beach,VA,36.831316,-76.131322,23452,
0241V,Veterans Health Administration,Stark County Vet Center,VA Healthcare System of Ohio,Vet Center,"601 Cleveland Ave N, Suite C",Canton,OH,40.797304,-81.375089,44702,
0300V,Veterans Health Administration,3A RCS Southeast Regional Office,VA Sunshine Healthcare Network,Vet Center,"10000 Bay Pines Boulevard, Bldg 2 Room 303",Bay Pines,FL,27.813609,-82.778054,33744,
0301V,Veterans Health Administration,St. Petersburg Vet Center,VA Sunshine Healthcare Network,Vet Center,"6798 Crosswinds Dr. N Gaslight Square, Bldg A",St. Petersburg,FL,27.789998,-82.733113,33710,
0303V,Veterans Health Administration,Charleston Vet Center,VA Southeast Network,Vet Center,5603-A Rivers Ave.,N. Charleston,SC,32.896743,-80.016246,29406,
0304V,Veterans Health Administration,Atlanta Vet Center,VA Southeast Network,Vet Center,"1800 Phoenix Boulevard, Building 400, Suite 404",College Park,GA,33.793066,-84.368281,30349,
0305V,Veterans Health Administration,Jacksonville Vet Center,VA Sunshine Healthcare Network,Vet Center,"300 East State St., Suite J",Jacksonville,FL,30.332022,-81.652263,32202,
03101V,Veterans Health Administration,Key Largo Vet Center Outstation,VA Sunshine Healthcare Network,Vet Center,105662 Overseas Hwy.,Key Largo,FL,25.16373,-80.380697,33037,
0310V,Veterans Health Administration,Miami Vet Center,VA Sunshine Healthcare Network,Vet Center,8280 NW 27th St Suite 511,Miami,FL,25.798287,-80.332091,33122,
0311V,Veterans Health Administration,Fort Lauderdale Vet Center,VA Sunshine Healthcare Network,Vet Center,713 NE 3rd Ave.,Ft. Lauderdale,FL,26.131919,-80.14101,33304,
0314V,Veterans Health Administration,Orlando Vet Center,VA Sunshine Healthcare Network,Vet Center,5575 S. Semoran Blvd. #30,Orlando,FL,28.480197,-81.310909,32822,
0315V,Veterans Health Administration,Fayetteville Vet Center,VA Mid-Atlantic Health Care Network,Vet Center,4140 Ramsey St. Suite 110,Fayetteville,NC,35.116244,-78.879756,28311,
0316V,Veterans Health Administration,"Greenville, SC Vet Center",VA Southeast Network,Vet Center,"3 Caledon Court, Suite B",Greenville,SC,34.852549,-82.389135,29615,
0317V,Veterans Health Administration,Charlotte Vet Center,VA Mid-Atlantic Health Care Network,Vet Center,"2114 Ben Craig Dr., Suite 300",Charlotte,NC,35.3220728,-80.7745322,28262,
0318V,Veterans Health Administration,Tampa Vet Center,VA Sunshine Healthcare Network,Vet Center,"Fountain Oaks Business Plaza; 3637 W. Waters Ave., Suite 600",Tampa,FL,28.025503,-82.50185,33614,
0319V,Veterans Health Administration,"Greenville, NC Vet Center",VA Mid-Atlantic Health Care Network,Vet Center,"1021 W.H. Smith Blvd., Suite A 100",Greenville,NC,35.59852,-77.401171,27834,
0320V,Veterans Health Administration,Sarasota Vet Center,VA Sunshine Healthcare Network,Vet Center,4801 Swift Rd. Suite A,Sarasota,FL,27.283965,-82.513913,34231,
0323V,Veterans Health Administration,Savannah Vet Center,VA Southeast Network,Vet Center,321 Commercial Dr,Savannah,GA,32.004182,-81.107827,31406,
